codigo,observacoes,temperatura_min_c,temperatura_max_c,primeiro_datetime,ultimo_datetime,ano
A425,7947,14.8,38.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A426,8691,18.1,38.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A427,8585,14.1,36.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A428,8716,15.4,37.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A429,8742,15.5,39.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A430,8737,12.3,32.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A431,8107,18.6,33.5,2013-01-01 00:00:00,2013-12-31 16:00:00,2013
A432,8746,16.8,39.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A433,8725,15.2,39.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A434,8738,16.6,35.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A435,8715,15.1,38.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A436,8264,16.1,38.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A437,8746,15.7,34.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A438,8746,18.4,31.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A439,7330,16.8,40.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A440,8304,14.7,39.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A441,8731,16.2,37.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A442,8444,16.2,41.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A443,7666,12.6,37.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A444,7739,15.0,33.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A445,8746,13.2,36.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A446,8740,11.8,38.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A447,8745,14.0,35.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A305,8740,21.6,34.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A306,8746,19.3,39.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A314,8745,16.9,30.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A315,8746,16.9,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A319,7640,19.0,38.4,2013-02-04 13:00:00,2013-12-31 23:00:00,2013
A324,8740,18.9,37.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A325,7489,19.5,38.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A332,7950,19.4,39.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A339,8743,20.2,38.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A342,8745,19.6,44.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A347,7363,17.4,37.6,2013-01-08 16:00:00,2013-12-31 23:00:00,2013
A358,8746,21.0,39.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A359,7722,23.0,37.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A360,8744,21.1,36.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A203,8413,21.9,34.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A204,7527,14.9,38.9,2013-01-10 02:00:00,2013-12-31 23:00:00,2013
A205,8745,18.4,38.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A206,8744,21.3,38.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A207,8746,18.9,38.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A217,8744,22.3,32.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A218,7184,21.9,32.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A219,8746,22.1,35.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A220,6163,20.6,38.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A221,8635,18.1,39.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A222,8729,16.7,40.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A223,7597,14.3,40.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A224,8743,14.3,39.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A225,8738,17.6,38.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A237,7679,18.1,39.3,2013-01-01 12:00:00,2013-12-31 23:00:00,2013
A238,8722,19.0,43.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A310,8577,17.4,33.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A313,7136,17.4,34.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A320,8063,20.3,33.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A321,7856,18.7,39.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A333,8639,16.4,38.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A334,8744,15.2,35.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A348,7726,13.8,37.8,2013-01-01 11:00:00,2013-12-31 23:00:00,2013
A352,8739,19.6,34.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A301,8735,19.0,34.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A307,8742,18.6,39.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A309,7721,14.8,36.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A322,8615,15.4,33.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A328,8026,16.8,35.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A329,8391,18.6,39.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A341,8366,14.1,35.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A349,8746,16.3,38.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A350,8746,18.1,40.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A351,8737,18.6,41.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A357,8744,18.0,36.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A366,7833,18.0,38.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A308,7750,20.6,38.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A311,8740,18.8,41.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A312,7823,19.7,39.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A326,8683,17.1,40.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A330,8016,20.4,39.3,2013-01-01 10:00:00,2013-12-31 23:00:00,2013
A331,8739,20.4,41.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A335,8739,19.7,39.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A336,8117,18.1,41.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A337,7436,15.2,39.4,2013-01-01 12:00:00,2013-12-31 23:00:00,2013
A338,8745,19.3,41.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A343,8745,19.1,41.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A345,8647,15.9,40.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A346,8746,18.7,40.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A354,8745,14.0,42.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A361,7815,16.1,40.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A362,8602,19.4,39.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A363,8745,18.5,40.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A364,7597,19.7,40.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A365,8346,18.7,40.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A304,8126,20.8,32.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A316,8746,19.5,39.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A317,8746,20.2,38.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A318,8521,18.2,37.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A340,7934,19.8,38.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A344,5857,20.6,32.6,2013-01-22 13:00:00,2013-12-31 23:00:00,2013
A367,8744,16.6,37.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A409,8737,20.8,41.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A417,8725,18.3,36.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A419,7782,15.4,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A420,7380,17.6,37.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A421,8727,19.9,35.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A102,2329,21.1,34.4,2013-01-04 07:00:00,2013-06-10 14:00:00,2013
A104,8628,9.3,36.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A136,8235,13.5,35.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A137,7521,12.7,37.8,2013-01-01 00:00:00,2013-11-10 22:00:00,2013
A138,8745,12.9,35.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A140,8408,8.8,35.6,2013-01-01 00:00:00,2013-12-31 21:00:00,2013
A101,8624,21.7,36.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A109,7969,13.4,35.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A110,8705,11.5,37.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A111,8746,14.1,36.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A112,3226,22.0,34.8,2013-01-01 00:00:00,2013-08-26 12:00:00,2013
A113,8726,18.0,36.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A117,8425,20.1,36.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A119,8720,21.9,36.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A120,8338,21.8,36.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A121,8612,21.9,35.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A122,8709,21.7,35.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A123,8490,22.1,34.7,2013-01-01 03:00:00,2013-12-31 23:00:00,2013
A124,8745,21.9,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A125,8712,20.4,36.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A126,8745,19.8,37.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A128,6973,20.4,39.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A133,8038,18.8,36.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A134,8745,18.9,36.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A242,5855,21.1,36.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A249,367,22.3,33.0,2013-12-16 17:00:00,2013-12-31 23:00:00,2013
A201,8733,21.8,34.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A202,8739,21.5,34.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A209,8746,20.3,33.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A210,8103,20.0,35.8,2013-01-01 03:00:00,2013-12-31 23:00:00,2013
A211,7555,19.0,35.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A212,8736,19.3,35.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A213,7652,20.3,35.6,2013-01-01 00:00:00,2013-12-31 20:00:00,2013
A214,8738,18.0,38.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A215,8032,21.6,32.5,2013-01-01 00:00:00,2013-12-25 21:00:00,2013
A226,8686,21.8,34.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A227,8746,22.3,32.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A229,8732,20.6,34.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A230,7068,18.8,31.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A231,5403,21.8,35.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A232,8746,21.3,36.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A233,8746,16.3,39.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A235,8741,20.1,35.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A236,8734,22.2,34.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A239,8639,21.8,34.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A240,8746,18.9,35.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A241,8746,18.3,40.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A246,8745,19.6,35.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A248,8738,20.0,35.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A925,6659,13.5,35.9,2013-02-05 14:00:00,2013-12-31 23:00:00,2013
A938,8743,8.2,35.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A939,7462,12.1,37.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A940,8743,13.4,40.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A135,8746,21.2,37.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A009,7847,18.5,40.8,2013-01-01 10:00:00,2013-12-31 23:00:00,2013
A010,7139,14.3,39.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A018,7694,15.3,39.3,2013-01-01 00:00:00,2013-12-29 19:00:00,2013
A019,8746,14.3,39.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A020,8330,18.2,39.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A021,3718,19.5,37.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A038,8745,16.6,36.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A039,8326,17.5,41.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A040,8030,13.3,36.3,2013-01-30 19:00:00,2013-12-31 23:00:00,2013
A041,8745,15.7,38.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A043,8458,18.0,37.5,2013-01-01 00:00:00,2013-12-31 18:00:00,2013
A044,8745,19.0,44.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A612,8735,13.9,36.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A613,8010,10.6,30.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A614,7574,15.1,37.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A615,8740,14.6,38.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A616,8741,14.2,37.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A617,8746,12.2,38.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A622,8356,15.0,36.4,2013-01-01 00:00:00,2013-12-16 00:00:00,2013
A623,8739,14.0,38.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A657,8737,11.4,35.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A502,8738,7.8,31.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A505,7557,8.2,33.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A506,8745,12.1,37.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A507,8733,7.6,34.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A508,8739,14.0,39.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A509,8746,-0.4,28.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A510,8742,6.8,34.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A511,7573,12.8,36.8,2013-02-18 20:00:00,2013-12-31 23:00:00,2013
A512,8741,7.0,38.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A513,8733,9.5,38.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A514,8465,6.2,33.2,2013-01-01 00:00:00,2013-12-20 20:00:00,2013
A515,8745,6.4,32.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A516,8739,5.0,35.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A517,8736,12.7,38.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A518,8739,8.4,33.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A519,8603,5.5,38.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A520,6826,6.0,38.6,2013-03-21 17:00:00,2013-12-31 23:00:00,2013
A521,8739,12.0,36.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A522,8745,13.2,39.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A523,8746,5.6,34.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A524,8706,7.7,33.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A525,8733,6.1,34.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A526,8746,6.9,39.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A527,8740,13.0,36.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A528,8746,10.6,35.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A529,8736,5.8,32.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A530,8732,0.6,32.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A531,8731,1.5,29.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A532,8436,10.8,39.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A533,8688,6.9,35.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A534,8746,14.1,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A535,8738,5.7,35.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A536,8734,8.9,36.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A537,8740,8.8,31.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A538,8739,9.5,36.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A539,6318,11.7,39.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A540,8024,12.5,37.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A541,8746,9.6,34.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A542,7528,11.3,38.0,2013-02-20 18:00:00,2013-12-31 23:00:00,2013
A543,7559,14.2,38.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A544,7781,12.9,35.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A545,8675,10.6,37.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A546,8746,8.9,34.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A547,8118,10.3,45.0,2013-01-01 00:00:00,2013-12-28 00:00:00,2013
A548,8643,13.6,36.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A549,8740,6.7,37.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A550,8733,14.1,41.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A551,8738,9.5,36.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A552,8734,10.1,39.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A553,8744,12.0,35.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A554,7921,11.0,38.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A555,8742,10.7,32.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A556,8463,6.5,32.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A557,8639,7.9,36.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A601,8723,11.2,39.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A602,8720,12.9,40.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A603,8635,9.9,40.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A604,8745,10.5,38.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A606,8724,15.9,31.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A607,8293,13.3,38.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A608,7024,13.3,39.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A609,6825,7.5,36.4,2013-02-28 19:00:00,2013-12-11 04:00:00,2013
A610,8739,2.9,25.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A611,8737,8.5,37.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A618,8731,6.5,32.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A619,7414,10.9,36.5,2013-01-01 13:00:00,2013-12-31 23:00:00,2013
A620,8738,14.8,34.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A621,8710,10.4,40.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A624,8742,1.5,31.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A652,8731,14.7,39.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A701,8713,6.0,34.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A705,6994,7.6,35.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A706,8733,0.7,28.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A707,8738,4.0,36.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A708,8730,6.5,33.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A711,8739,4.1,33.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A712,8417,5.9,37.3,2013-01-01 00:00:00,2013-12-18 14:00:00,2013
A713,8606,5.6,35.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A714,8719,1.1,34.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A715,6929,2.4,35.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A716,8745,2.0,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A718,5814,-0.7,37.1,2013-01-01 01:00:00,2013-12-25 23:00:00,2013
A725,7279,2.7,33.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A726,8733,5.7,35.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A727,8737,5.8,39.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A728,7757,5.5,36.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A729,2226,17.8,36.6,2013-01-01 00:00:00,2013-04-04 11:00:00,2013
A733,8740,6.1,37.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A734,8745,1.4,43.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A735,8746,2.3,37.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A736,8737,2.9,36.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A737,8036,3.7,36.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A738,8643,5.4,35.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A739,8745,5.5,35.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A740,8639,5.1,33.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A741,8726,5.1,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A746,7223,-0.3,33.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A747,8721,3.6,37.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A748,8745,5.1,37.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A753,8736,4.0,37.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A755,8745,4.9,34.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A807,8548,6.3,33.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A818,8743,-1.7,33.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A819,8434,-2.5,31.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A820,8363,0.1,36.8,2013-01-01 00:00:00,2013-12-31 22:00:00,2013
A821,8552,2.0,36.0,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A822,8493,0.1,33.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A823,8564,-3.8,29.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A824,8593,2.5,36.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A835,8745,1.9,35.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A842,8276,1.6,33.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A843,8554,-1.0,34.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A846,7808,0.8,39.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A847,4955,10.7,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A849,8738,2.2,38.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A850,8746,2.5,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A855,7394,0.8,36.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A869,7680,2.7,37.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A871,8747,1.0,34.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A872,8746,-1.8,30.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A873,8735,2.4,38.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A874,8646,-3.6,33.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A875,8743,-1.6,34.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A876,8144,-2.9,31.6,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A801,8631,1.7,38.9,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A802,8746,2.1,36.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A803,8742,0.2,38.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A804,6787,1.8,36.1,2013-01-01 00:00:00,2013-12-17 16:00:00,2013
A805,8160,-0.4,35.4,2013-01-01 00:00:00,2013-12-07 15:00:00,2013
A808,8737,2.5,33.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A809,8745,0.9,39.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A810,7827,-1.9,37.4,2013-01-01 00:00:00,2013-12-31 20:00:00,2013
A811,8738,-0.5,38.0,2013-01-01 01:00:00,2013-12-31 23:00:00,2013
A812,8624,-0.4,36.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A813,8127,3.6,38.5,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A826,7732,-0.1,39.2,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A827,8746,-0.1,38.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A828,8746,-1.3,33.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A829,8742,-3.6,29.7,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A830,8738,0.9,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A831,8738,-2.2,39.8,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A832,8738,0.0,39.1,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A833,7512,-0.2,37.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A834,8730,3.9,36.3,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
A836,8746,0.5,40.4,2013-01-01 00:00:00,2013-12-31 23:00:00,2013
