ano,codigo,estacao,regiao,uf,latitude,longitude,altitude_m,data_fundacao,arquivo_origem,linhas_total,datetime_validos,temperaturas_validas,duplicados_datetime,primeiro_datetime_utc,ultimo_datetime_utc
2008,A324,TAUA,NE,CE,-6.01666666,-40.28166666,415.0,2007-07-12,2008/INMET_NE_CE_A324_TAUA_01-01-2008_A_31-12-2008.CSV,8784,8784,8774,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A325,QUIXERAMOBIM,NE,CE,-5.17305554,-39.28722221,232.0,2007-07-09,2008/INMET_NE_CE_A325_QUIXERAMOBIM_01-01-2008_A_31-12-2008.CSV,8784,8784,8775,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2008/INMET_NE_CE_A332_MORADA NOVA_01-01-2008_A_31-12-2008.CSV,8784,8784,8534,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2008/INMET_NE_CE_A339_JAGUARUANA_01-01-2008_A_31-12-2008.CSV,8784,8784,8775,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A342,CRATEUS,NE,CE,-5.1861111,-40.66999999,291.0,2008-12-11,2008/INMET_NE_CE_A342_CRATEUS_11-12-2008_A_31-12-2008.CSV,504,504,353,0,2008-12-11T00:00:00,2008-12-31T23:00:00
2008,A347,CAMPOS SALES,NE,CE,-7.07805554,-40.36305555,572.0,2008-03-07,2008/INMET_NE_CE_A347_CAMPOS SALES_07-03-2008_A_31-12-2008.CSV,7200,7200,7159,0,2008-03-07T00:00:00,2008-12-31T23:00:00
2008,A358,JAGUARIBE,NE,CE,-5.90527777,-38.62777777,184.0,2008-09-10,2008/INMET_NE_CE_A358_JAGUARIBE_10-09-2008_A_31-12-2008.CSV,2712,2712,2125,0,2008-09-10T00:00:00,2008-12-31T23:00:00
2008,A359,ITAPIPOCA,NE,CE,-3.48388888,-39.58833333,102.0,2008-09-05,2008/INMET_NE_CE_A359_ITAPIPOCA_05-09-2008_A_31-12-2008.CSV,2832,2832,2582,0,2008-09-05T00:00:00,2008-12-31T23:00:00
2008,A203,SAO LUIS,NE,MA,-2.52694443,-44.21305555,56.0,2003-01-29,2008/INMET_NE_MA_A203_SAO LUIS_01-01-2008_A_31-12-2008.CSV,8784,8784,7465,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A204,BALSAS,NE,MA,-7.45527777,-46.02749999,254.0,2007-10-26,2008/INMET_NE_MA_A204_BALSAS_01-01-2008_A_31-12-2008.CSV,8784,8784,8714,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A205,CAROLINA,NE,MA,-7.33722221,-47.45972222,192.0,2007-12-04,2008/INMET_NE_MA_A205_CAROLINA_01-01-2008_A_31-12-2008.CSV,8784,8784,8240,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A206,CHAPADINHA,NE,MA,-3.74277777,-43.35194444,91.0,2008-09-17,2008/INMET_NE_MA_A206_CHAPADINHA_17-09-2008_A_31-12-2008.CSV,2544,2544,2501,0,2008-09-17T00:00:00,2008-12-31T23:00:00
2008,A207,GRAJAU,NE,MA,-5.82472221,-46.15944444,230.0,2008-09-10,2008/INMET_NE_MA_A207_GRAJAU_10-09-2008_A_31-12-2008.CSV,2712,2712,2692,0,2008-09-10T00:00:00,2008-12-31T23:00:00
2008,A217,FAROL de SANTANA,NE,MA,-2.27083332,-43.62388888,8.0,2008-11-28,2008/INMET_NE_MA_A217_FAROL de SANTANA_28-11-2008_A_31-12-2008.CSV,816,816,727,0,2008-11-28T00:00:00,2008-12-31T23:00:00
2008,A218,PREGUICAS,NE,MA,-2.59249999,-42.70722222,0.1,2008-11-22,2008/INMET_NE_MA_A218_PREGUICAS_22-11-2008_A_31-12-2008.CSV,960,960,898,0,2008-11-22T00:00:00,2008-12-31T23:00:00
2008,A219,TURIACU,NE,MA,-1.66166666,-45.37277777,41.0,2008-06-10,2008/INMET_NE_MA_A219_TURIACU_10-06-2008_A_31-12-2008.CSV,4920,4920,4884,0,2008-06-10T00:00:00,2008-12-31T23:00:00
2008,A220,BACABAL,NE,MA,-4.24305555,-44.79499999,28.0,2008-07-09,2008/INMET_NE_MA_A220_BACABAL_09-07-2008_A_31-12-2008.CSV,4224,4224,4187,0,2008-07-09T00:00:00,2008-12-31T23:00:00
2008,A221,BARRA DO CORDA,NE,MA,-5.50666666,-45.23694444,153.0,2008-03-06,2008/INMET_NE_MA_A221_BARRA DO CORDA_06-03-2008_A_31-12-2008.CSV,7224,7224,7134,0,2008-03-06T00:00:00,2008-12-31T23:00:00
2008,A222,COLINAS,NE,MA,-6.03333333,-44.23333333,179.0,2008-06-03,2008/INMET_NE_MA_A222_COLINAS_03-06-2008_A_31-12-2008.CSV,5088,5088,5068,0,2008-06-03T00:00:00,2008-12-31T23:00:00
2008,A223,ALTO PARNAIBA,NE,MA,-9.10805555,-45.93194443,281.0,2008-06-03,2008/INMET_NE_MA_A223_ALTO PARNAIBA_03-06-2008_A_31-12-2008.CSV,5088,5088,5050,0,2008-06-03T00:00:00,2008-12-31T23:00:00
2008,A224,ESTREITO,NE,MA,-6.65333333,-47.41833332,180.0,2008-02-27,2008/INMET_NE_MA_A224_ESTREITO_27-02-2008_A_31-12-2008.CSV,7416,7416,7307,0,2008-02-27T00:00:00,2008-12-31T23:00:00
2008,A225,IMPERATRIZ,NE,MA,-5.55555555,-47.45972222,126.0,2008-03-01,2008/INMET_NE_MA_A225_IMPERATRIZ_01-03-2008_A_31-12-2008.CSV,7344,7344,7224,0,2008-03-01T00:00:00,2008-12-31T23:00:00
2008,A237,CAXIAS,NE,MA,-4.82138888,-43.3436111,76.0,2008-07-13,2008/INMET_NE_MA_A237_CAXIAS_13-07-2008_A_31-12-2008.CSV,4128,4128,4092,0,2008-07-13T00:00:00,2008-12-31T23:00:00
2008,A238,BURITICUPU,NE,MA,-4.32055554,-46.44972221,175.0,2008-09-11,2008/INMET_NE_MA_A238_BURITICUPU_11-09-2008_A_31-12-2008.CSV,2688,2688,2668,0,2008-09-11T00:00:00,2008-12-31T23:00:00
2008,A310,AREIA,NE,PB,-6.97499999,-35.68499999,574.62,2004-11-16,2008/INMET_NE_PB_A310_AREIA_01-01-2008_A_31-12-2008.CSV,8784,8784,8758,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A313,CAMPINA GRANDE,NE,PB,-7.24249999,-35.88888888,547.56,2006-12-22,2008/INMET_NE_PB_A313_CAMPINA GRANDE_01-01-2008_A_31-12-2008.CSV,8784,8784,8780,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A320,JOAO PESSOA,NE,PB,-7.16583333,-34.81527777,47.0,2007-07-21,2008/INMET_NE_PB_A320_JOAO PESSOA_01-01-2008_A_31-12-2008.CSV,8784,8784,8774,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A321,PATOS,NE,PB,-7.07972221,-37.27249999,249.0,2007-07-21,2008/INMET_NE_PB_A321_PATOS_01-01-2008_A_31-12-2008.CSV,8784,8784,8777,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2008/INMET_NE_PB_A333_SAO GONCALO_01-01-2008_A_31-12-2008.CSV,8784,8784,7908,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A334,MONTEIRO,NE,PB,-7.89138888,-37.11527777,603.66,2007-08-22,2008/INMET_NE_PB_A334_MONTEIRO_01-01-2008_A_31-12-2008.CSV,8784,8784,8778,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A348,CABACEIRAS,NE,PB,-7.48333333,-36.28638888,436.0,2008-02-28,2008/INMET_NE_PB_A348_CABACEIRAS_28-02-2008_A_31-12-2008.CSV,7392,7392,7348,0,2008-02-28T00:00:00,2008-12-31T23:00:00
2008,A352,CAMARATUBA,NE,PB,-6.56083333,-35.13472221,136.0,2008-05-04,2008/INMET_NE_PB_A352_CAMARATUBA_04-05-2008_A_31-12-2008.CSV,5808,5808,5756,0,2008-05-04T00:00:00,2008-12-31T23:00:00
2008,A301,RECIFE,NE,PE,-8.05916666,-34.95944444,10.0,2004-12-22,2008/INMET_NE_PE_A301_RECIFE_01-01-2008_A_31-12-2008.CSV,8784,8784,4609,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A307,PETROLINA,NE,PE,-9.38805555,-40.48944444,370.46,2003-02-21,2008/INMET_NE_PE_A307_PETROLINA_01-01-2008_A_31-12-2008.CSV,8784,8784,8060,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A309,ARCO VERDE,NE,PE,-8.41694443,-37.08333333,680.7,2004-11-20,2008/INMET_NE_PE_A309_ARCO VERDE_01-01-2008_A_31-12-2008.CSV,8784,8784,8780,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A322,GARANHUNS,NE,PE,-8.90694444,-36.49472221,822.76,2007-07-08,2008/INMET_NE_PE_A322_GARANHUNS_01-01-2008_A_31-12-2008.CSV,8784,8784,8774,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A328,SURUBIM,NE,PE,-7.83694444,-35.7961111,418.0,2008-03-09,2008/INMET_NE_PE_A328_SURUBIM_09-03-2008_A_31-12-2008.CSV,7152,7152,7141,0,2008-03-09T00:00:00,2008-12-31T23:00:00
2008,A329,CABROBO,NE,PE,-8.50305555,-39.31388888,337.0,2007-09-04,2008/INMET_NE_PE_A329_CABROBO_01-01-2008_A_31-12-2008.CSV,8784,8784,8777,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A341,CARUARU,NE,PE,-8.2361111,-35.98583333,550.0,2007-11-21,2008/INMET_NE_PE_A341_CARUARU_01-01-2008_A_31-12-2008.CSV,8784,8784,8275,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A349,IBIMIRIM,NE,PE,-8.50944444,-37.71138888,448.0,2008-10-14,2008/INMET_NE_PE_A349_IBIMIRIM_14-10-2008_A_31-12-2008.CSV,1896,1896,1859,0,2008-10-14T00:00:00,2008-12-31T23:00:00
2008,A350,SERRA TALHADA,NE,PE,-7.95361111,-38.29472221,461.0,2008-07-09,2008/INMET_NE_PE_A350_SERRA TALHADA_09-07-2008_A_31-12-2008.CSV,4224,4224,2299,0,2008-07-09T00:00:00,2008-12-31T23:00:00
2008,A351,FLORESTA,NE,PE,-8.5936111,-38.58388888,332.0,2008-09-15,2008/INMET_NE_PE_A351_FLORESTA_15-09-2008_A_31-12-2008.CSV,2592,2592,2508,0,2008-09-15T00:00:00,2008-12-31T23:00:00
2008,A357,PALMARES,NE,PE,-8.66638888,-35.56805554,180.0,2008-09-04,2008/INMET_NE_PE_A357_PALMARES_04-09-2008_A_31-12-2008.CSV,2856,2856,2388,0,2008-09-04T00:00:00,2008-12-31T23:00:00
2008,A308,PARNAIBA,NE,PI,-3.08638888,-41.78333333,79.5,2003-02-06,2008/INMET_NE_PI_A308_PARNAIBA_01-01-2008_A_31-12-2008.CSV,8784,8784,8040,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A311,FLORIANO,NE,PI,-6.76666666,-43.01666666,123.27,2004-11-18,2008/INMET_NE_PI_A311_FLORIANO_01-01-2008_A_31-12-2008.CSV,8784,8784,7886,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A312,TERESINA,NE,PI,-5.07388888,-42.80694444,74.36,2004-11-24,2008/INMET_NE_PI_A312_TERESINA_01-01-2008_A_31-12-2008.CSV,8784,8784,8354,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A326,BOM JESUS DO PIAUI,NE,PI,-9.08333333,-44.31666666,415.0,2007-07-17,2008/INMET_NE_PI_A326_BOM JESUS DO PIAUI_01-01-2008_A_31-12-2008.CSV,8784,8784,8775,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2008/INMET_NE_PI_A330_PAULISTANA_01-01-2008_A_31-12-2008.CSV,8784,8784,8776,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A331,SAO JOAO DO PIAUI,NE,PI,-8.36472222,-42.25083333,235.0,2007-08-26,2008/INMET_NE_PI_A331_SAO JOAO DO PIAUI_01-01-2008_A_31-12-2008.CSV,8784,8784,8777,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A335,PIRIPIRI,NE,PI,-4.26388888,-41.77805554,161.2,2007-08-31,2008/INMET_NE_PI_A335_PIRIPIRI_01-01-2008_A_31-12-2008.CSV,8784,8784,7741,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2008/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2008_A_31-12-2008.CSV,8784,8784,8201,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A337,CARACOL,NE,PI,-9.2861111,-43.32444443,523.0,2007-11-10,2008/INMET_NE_PI_A337_CARACOL_01-01-2008_A_31-12-2008.CSV,8784,8784,7334,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A338,ESPERANTINA,NE,PI,-3.90083333,-42.23694444,65.0,2007-12-03,2008/INMET_NE_PI_A338_ESPERANTINA_01-01-2008_A_31-12-2008.CSV,8784,8784,8772,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A343,PICOS,NE,PI,-7.07083332,-41.40416666,233.0,2008-12-12,2008/INMET_NE_PI_A343_PICOS_12-12-2008_A_31-12-2008.CSV,480,480,392,0,2008-12-12T00:00:00,2008-12-31T23:00:00
2008,A345,SAO RAIMUNDO NONATO,NE,PI,-9.03305554,-42.70055555,402.0,2008-02-27,2008/INMET_NE_PI_A345_SAO RAIMUNDO NONATO_27-02-2008_A_31-12-2008.CSV,7416,7416,7339,0,2008-02-27T00:00:00,2008-12-31T23:00:00
2008,A346,URUCUI,NE,PI,-7.47472221,-44.34472221,393.0,2008-03-06,2008/INMET_NE_PI_A346_URUCUI_06-03-2008_A_31-12-2008.CSV,7224,7224,7179,0,2008-03-06T00:00:00,2008-12-31T23:00:00
2008,A354,OEIRAS,NE,PI,-6.97416666,-42.14694444,156.0,2008-07-22,2008/INMET_NE_PI_A354_OEIRAS_22-07-2008_A_31-12-2008.CSV,3912,3912,3894,0,2008-07-22T00:00:00,2008-12-31T23:00:00
2008,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2008/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2008_A_31-12-2008.CSV,8784,8784,1873,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2008/INMET_NE_RN_A304_NATAL_01-01-2008_A_31-12-2008.CSV,8784,8784,8776,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A316,CAICO,NE,RN,-6.45972222,-37.08888888,169.85,2007-01-07,2008/INMET_NE_RN_A316_CAICO_01-01-2008_A_31-12-2008.CSV,8784,8784,8780,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A317,MACAU,NE,RN,-5.15111111,-36.57305554,32.0,2007-01-06,2008/INMET_NE_RN_A317_MACAU_01-01-2008_A_31-12-2008.CSV,8784,8784,8780,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A318,MOSSORO,NE,RN,-4.90388888,-37.36694443,36.0,2007-05-22,2008/INMET_NE_RN_A318_MOSSORO_01-01-2008_A_31-12-2008.CSV,8784,8784,8780,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A340,APODI,NE,RN,-5.62638888,-37.815,150.0,2007-11-14,2008/INMET_NE_RN_A340_APODI_01-01-2008_A_31-12-2008.CSV,8784,8784,8775,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A344,CALCANHAR,NE,RN,-5.16,-35.45416666,17.0,2008-05-08,2008/INMET_NE_RN_A344_CALCANHAR_08-05-2008_A_31-12-2008.CSV,5712,5712,4547,0,2008-05-08T00:00:00,2008-12-31T23:00:00
2008,A409,ARACAJU,NE,SE,-10.95027777,-37.05,4.72,2003-02-12,2008/INMET_NE_SE_A409_ARACAJU_01-01-2008_A_31-12-2008.CSV,8784,8784,6618,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A417,ITABAIANINHA,NE,SE,-11.27249999,-37.79472221,208.0,2007-05-23,2008/INMET_NE_SE_A417_ITABAIANINHA_01-01-2008_A_31-12-2008.CSV,8784,8784,8712,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A419,POCO VERDE,NE,SE,-10.73749999,-38.10777777,362.0,2008-04-03,2008/INMET_NE_SE_A419_POCO VERDE_03-04-2008_A_31-12-2008.CSV,6552,6552,6526,0,2008-04-03T00:00:00,2008-12-31T23:00:00
2008,A420,CARIRA,NE,SE,-10.39944444,-37.74722221,308.0,2008-03-28,2008/INMET_NE_SE_A420_CARIRA_28-03-2008_A_31-12-2008.CSV,6696,6696,6674,0,2008-03-28T00:00:00,2008-12-31T23:00:00
2008,A421,BREJO GRANDE,NE,SE,-10.47944443,-36.48194443,6.11,2008-07-17,2008/INMET_NE_SE_A421_BREJO GRANDE_17-07-2008_A_31-12-2008.CSV,4032,4032,3894,0,2008-07-17T00:00:00,2008-12-31T23:00:00
2008,A102,PARQUE ESTADUAL CHANDLESS,N,AC,-9.3575,-69.92722221,187.0,2008-08-05,2008/INMET_N_AC_A102_PARQUE ESTADUAL CHANDLESS_05-08-2008_A_31-12-2008.CSV,3576,3576,2813,0,2008-08-05T00:00:00,2008-12-31T23:00:00
2008,A104,RIO BRANCO,N,AC,-9.95777777,-68.165,220.0,2008-07-11,2008/INMET_N_AC_A104_RIO BRANCO_11-07-2008_A_31-12-2008.CSV,4176,4176,3578,0,2008-07-11T00:00:00,2008-12-31T23:00:00
2008,A101,MANAUS,N,AM,-3.10333333,-60.01638888,61.25,2000-05-09,2008/INMET_N_AM_A101_MANAUS_01-01-2008_A_31-12-2008.CSV,8784,8784,5515,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A110,BOCA DO ACRE,N,AM,-8.77666666,-67.33222221,111.0,2008-07-15,2008/INMET_N_AM_A110_BOCA DO ACRE_15-07-2008_A_31-12-2008.CSV,4080,4080,3604,0,2008-07-15T00:00:00,2008-12-31T23:00:00
2008,A111,LABREA,N,AM,-7.43527777,-64.7886111,64.0,2008-07-27,2008/INMET_N_AM_A111_LABREA_27-07-2008_A_31-12-2008.CSV,3792,3792,3539,0,2008-07-27T00:00:00,2008-12-31T23:00:00
2008,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2008/INMET_N_AM_A112_HUMAITA_25-04-2008_A_31-12-2008.CSV,6024,6024,6007,0,2008-04-25T00:00:00,2008-12-31T23:00:00
2008,A113,APUI,N,AM,-7.21527777,-59.8886111,160.0,2008-07-19,2008/INMET_N_AM_A113_APUI_19-07-2008_A_31-12-2008.CSV,3984,3984,3138,0,2008-07-19T00:00:00,2008-12-31T23:00:00
2008,A117,COARI,N,AM,-4.09749999,-63.14527777,53.0,2008-04-12,2008/INMET_N_AM_A117_COARI_12-04-2008_A_31-12-2008.CSV,6336,6336,6274,0,2008-04-12T00:00:00,2008-12-31T23:00:00
2008,A119,MANACAPURU,N,AM,-3.29472221,-60.62833332,55.0,2008-04-10,2008/INMET_N_AM_A119_MANACAPURU_10-04-2008_A_31-12-2008.CSV,6384,6384,6331,0,2008-04-10T00:00:00,2008-12-31T23:00:00
2008,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2008/INMET_N_AM_A120_AUTAZES_17-04-2008_A_31-12-2008.CSV,6216,6216,6190,0,2008-04-17T00:00:00,2008-12-31T23:00:00
2008,A121,ITACOATIARA,N,AM,-3.13305554,-58.48277777,74.0,2008-04-17,2008/INMET_N_AM_A121_ITACOATIARA_17-04-2008_A_31-12-2008.CSV,6216,6216,6080,0,2008-04-17T00:00:00,2008-12-31T23:00:00
2008,A122,MAUES,N,AM,-3.39888888,-57.6736111,35.0,2008-04-22,2008/INMET_N_AM_A122_MAUES_22-04-2008_A_31-12-2008.CSV,6096,6096,6081,0,2008-04-22T00:00:00,2008-12-31T23:00:00
2008,A123,PARINTINS,N,AM,-2.64055555,-56.75472222,52.0,2008-04-11,2008/INMET_N_AM_A123_PARINTINS_11-04-2008_A_31-12-2008.CSV,6360,6360,6355,0,2008-04-11T00:00:00,2008-12-31T23:00:00
2008,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2008/INMET_N_AM_A124_URUCARA_17-04-2008_A_31-12-2008.CSV,6216,6216,6201,0,2008-04-17T00:00:00,2008-12-31T23:00:00
2008,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2008/INMET_N_AM_A125_RIO URUBU_26-06-2008_A_31-12-2008.CSV,4536,4536,4073,0,2008-06-26T00:00:00,2008-12-31T23:00:00
2008,A126,PRESIDENTE FIGUEIREDO,N,AM,-2.08499999,-60.04888888,92.0,2008-04-19,2008/INMET_N_AM_A126_PRESIDENTE FIGUEIREDO_19-04-2008_A_31-12-2008.CSV,6168,6168,6080,0,2008-04-19T00:00:00,2008-12-31T23:00:00
2008,A128,BARCELOS,N,AM,-0.95861111,-62.94222221,42.0,2008-04-19,2008/INMET_N_AM_A128_BARCELOS_19-04-2008_A_31-12-2008.CSV,6168,6168,6081,0,2008-04-19T00:00:00,2008-12-31T23:00:00
2008,A242,OIAPOQUE,N,AP,3.81361111,-51.8625,21.0,2008-09-11,2008/INMET_N_AP_A242_OIAPOQUE_11-09-2008_A_31-12-2008.CSV,2688,2688,2648,0,2008-09-11T00:00:00,2008-12-31T23:00:00
2008,A201,BELEM,N,PA,-1.41027777,-48.43833333,24.0,2003-01-20,2008/INMET_N_PA_A201_BELEM_01-01-2008_A_31-12-2008.CSV,8784,8784,7092,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A202,CASTANHAL,N,PA,-1.30083333,-47.93083332,65.0,2003-01-24,2008/INMET_N_PA_A202_CASTANHAL_01-01-2008_A_31-12-2008.CSV,8784,8784,5755,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A209,MEDICILANDIA,N,PA,-3.51083333,-52.96361111,251.0,2008-02-17,2008/INMET_N_PA_A209_MEDICILANDIA_17-02-2008_A_31-12-2008.CSV,7656,7656,6580,0,2008-02-17T00:00:00,2008-12-31T23:00:00
2008,A210,PACAJA,N,PA,-3.8436111,-50.63805555,108.0,2008-02-27,2008/INMET_N_PA_A210_PACAJA_27-02-2008_A_31-12-2008.CSV,7416,7416,6557,0,2008-02-27T00:00:00,2008-12-31T23:00:00
2008,A211,PLACAS,N,PA,-3.8811111,-54.2461111,96.0,2008-02-14,2008/INMET_N_PA_A211_PLACAS_14-02-2008_A_31-12-2008.CSV,7728,7728,7640,0,2008-02-14T00:00:00,2008-12-31T23:00:00
2008,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2008/INMET_N_PA_A212_PARAGOMINAS_01-01-2008_A_31-12-2008.CSV,8784,8784,8705,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A213,TOME ACU,N,PA,-2.6,-48.36666666,38.0,2007-10-14,2008/INMET_N_PA_A213_TOME ACU_01-01-2008_A_31-12-2008.CSV,8784,8784,8485,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A214,RONDON DO PARA,N,PA,-4.82749999,-48.17333332,203.0,2008-04-17,2008/INMET_N_PA_A214_RONDON DO PARA_17-04-2008_A_31-12-2008.CSV,6216,6216,6192,0,2008-04-17T00:00:00,2008-12-31T23:00:00
2008,A215,SALINOPOLIS,N,PA,-0.6186111,-47.35666666,41.0,2008-06-14,2008/INMET_N_PA_A215_SALINOPOLIS_14-06-2008_A_31-12-2008.CSV,4824,4824,4762,0,2008-06-14T00:00:00,2008-12-31T23:00:00
2008,A226,BRAGANCA,N,PA,-1.04527777,-46.78277777,33.0,2008-03-11,2008/INMET_N_PA_A226_BRAGANCA_11-03-2008_A_31-12-2008.CSV,7104,7104,6733,0,2008-03-11T00:00:00,2008-12-31T23:00:00
2008,A227,SOURE,N,PA,-0.81111111,-48.51583333,11.0,2008-04-27,2008/INMET_N_PA_A227_SOURE_27-04-2008_A_31-12-2008.CSV,5976,5976,5937,0,2008-04-27T00:00:00,2008-12-31T23:00:00
2008,A229,TUCURUI,N,PA,-3.82277777,-49.67499999,148.0,2008-03-01,2008/INMET_N_PA_A229_TUCURUI_01-03-2008_A_31-12-2008.CSV,7344,7344,7115,0,2008-03-01T00:00:00,2008-12-31T23:00:00
2008,A230,SERRA DOS CARAJAS,N,PA,-6.07749999,-50.14222221,719.0,2008-09-03,2008/INMET_N_PA_A230_SERRA DOS CARAJAS_03-09-2008_A_31-12-2008.CSV,2880,2880,2844,0,2008-09-03T00:00:00,2008-12-31T23:00:00
2008,A231,ITAITUBA,N,PA,-4.27638888,-55.99305555,13.0,2008-02-17,2008/INMET_N_PA_A231_ITAITUBA_17-02-2008_A_31-12-2008.CSV,7656,7656,4807,0,2008-02-17T00:00:00,2008-12-31T23:00:00
2008,A233,SANTANA DO ARAGUAIA,N,PA,-9.3386111,-50.35027777,168.0,2008-05-30,2008/INMET_N_PA_A233_SANTANA DO ARAGUAIA_30-05-2008_A_31-12-2008.CSV,5184,5184,5100,0,2008-05-30T00:00:00,2008-12-31T23:00:00
2008,A234,TUCUMA,N,PA,-6.7436111,-51.14222221,317.0,2008-07-18,2008/INMET_N_PA_A234_TUCUMA_18-07-2008_A_31-12-2008.CSV,4008,4008,3136,0,2008-07-18T00:00:00,2008-12-31T23:00:00
2008,A235,NOVO REPARTIMENTO,N,PA,-4.23444444,-49.94277777,106.0,2008-07-23,2008/INMET_N_PA_A235_NOVO REPARTIMENTO_23-07-2008_A_31-12-2008.CSV,3888,3888,3870,0,2008-07-23T00:00:00,2008-12-31T23:00:00
2008,A236,CAMETA,N,PA,-2.2486111,-49.49305555,22.0,2008-06-20,2008/INMET_N_PA_A236_CAMETA_20-06-2008_A_31-12-2008.CSV,4680,4680,4524,0,2008-06-20T00:00:00,2008-12-31T23:00:00
2008,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2008/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_04-09-2008_A_31-12-2008.CSV,2856,2856,2819,0,2008-09-04T00:00:00,2008-12-31T23:00:00
2008,A925,PORTO VELHO,N,RO,-8.76388888,-63.47499999,98.0,2007-07-11,2008/INMET_N_RO_A925_PORTO VELHO_01-01-2008_A_31-12-2008.CSV,8784,8784,8561,0,2008-01-01T00:00:00,2008-12-31T23:00:00
2008,A938,VILHENA,N,RO,-12.73472221,-60.15777777,590.0,2008-08-26,2008/INMET_N_RO_A938_VILHENA_26-08-2008_A_31-12-2008.CSV,3072,3072,3034,0,2008-08-26T00:00:00,2008-12-31T23:00:00
2008,A939,CACOAL,N,RO,-11.44583333,-61.43416666,210.0,2008-07-20,2008/INMET_N_RO_A939_CACOAL_20-07-2008_A_31-12-2008.CSV,3960,3960,3849,0,2008-07-20T00:00:00,2008-12-31T23:00:00
2008,A940,ARIQUEMES,N,RO,-9.94888888,-62.96194444,140.0,2008-07-18,2008/INMET_N_RO_A940_ARIQUEMES_18-07-2008_A_31-12-2008.CSV,4008,4008,3827,0,2008-07-18T00:00:00,2008-12-31T23:00:00
